match_id,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,set_diff,game_diff,speed_mph,rally_count,p1_ace,p2_ace,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_winner,p2_winner,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_recent_win_rate,recent_avg_rally,p1_recent_ufe_rate,p2_recent_ufe_rate,p1_recent_net_success,p2_recent_net_success,serve_width,serve_depth,return_depth,server,serve_no,point_victor,p1_won,p1_win_prob,momentum_score
0,1,6,40,0,0,3,2,0,1,111.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,2.2,0.2,0.1,0.99999950000025,0.0,2,1,1,2,2,0,0,0.47752809524536133,0.4788307584822178
0,1,7,41,0,0,3,3,0,0,107.0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.6,2.9,0.1,0.1,0.99999950000025,0.0,2,1,1,1,2,1,1,0.47742775082588196,0.4784258343279362
0,1,7,42,0,0,3,3,0,0,120.0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.5,3.0,0.1,0.2,0.99999950000025,0.0,3,1,1,1,1,1,1,0.4772317409515381,0.4778354875743389
0,1,7,43,0,0,3,3,0,0,115.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4,3.1,0.0,0.2,0.99999950000025,0.0,4,0,1,1,1,1,1,0.47705936431884766,0.4775375537574291
0,1,7,44,0,0,3,3,0,0,104.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3.2,0.0,0.2,0.999999000001,0.0,2,1,0,1,2,0,0,0.4777549207210541,0.4772084765136242
0,1,7,45,0,0,3,3,0,0,101.0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,3.6,0.0,0.2,0.0,0.0,0,1,0,1,2,1,1,0.47834107279777527,0.4773600623011589
0,1,8,46,0,0,4,3,0,1,132.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3.6,0.0,0.2,0.0,0.0,3,0,0,2,1,0,0,0.48004645109176636,0.4778512045741081
0,1,8,47,0,0,4,3,0,1,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3.0,0.0,0.2,0.0,0.0,4,0,-1,2,2,1,1,0.4773191809654236,0.47783857211470604
0,1,8,48,0,0,4,3,0,1,130.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5,3.0,0.0,0.2,0.0,0.0,3,0,-1,2,1,0,0,0.49737486243247986,0.48031941801309586
0,1,8,49,0,0,4,3,0,1,101.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,3.5,0.0,0.3,0.0,0.0,2,1,0,2,2,1,1,0.47991740703582764,0.48063062503933907
0,1,8,50,0,0,4,3,0,1,106.0,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.3,5.0,0.0,0.3,0.0,0.0,0,1,0,2,2,1,1,0.48275601863861084,0.48132115975022316
0,1,8,51,0,0,4,3,0,1,106.0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.3,4.7,0.0,0.4,0.0,0.0,0,1,1,2,2,1,1,0.48115110397338867,0.4818326272070408
0,1,9,52,0,0,5,3,0,2,115.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4.5,0.0,0.3,0.0,0.0,2,1,0,1,1,1,1,0.4812312126159668,0.4822671636939049
0,1,9,53,0,0,5,3,0,2,100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,4.4,0.0,0.3,0.0,0.0,2,1,0,1,2,0,0,0.4803372025489807,0.48251667991280556
0,1,9,54,0,0,5,3,0,2,122.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3.9,0.0,0.3,0.0,0.0,1,1,0,1,1,1,1,0.4823704957962036,0.4828071855008602
0,1,9,55,0,0,5,3,0,2,115.0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.4,3.8,0.0,0.3,0.0,0.0,3,1,1,1,1,0,0,0.4798136055469513,0.4831189885735512
0,1,9,56,0,0,5,3,0,2,129.0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.3,4.0,0.0,0.3,0.499999750000125,0.0,3,1,1,1,1,1,1,0.4812205731868744,0.4810997024178505
0,1,9,57,0,0,5,3,0,2,113.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.4,4.2,0.1,0.2,0.3333332222222592,0.0,2,1,-1,1,1,0,0,0.4798649847507477,0.4810931496322155
0,1,9,58,0,0,5,3,0,2,114.0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3,4.8,0.1,0.2,0.3333332222222592,0.0,2,1,0,1,1,1,1,0.4827682375907898,0.48109467700123787
0,1,9,59,0,0,5,3,0,2,88.0,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1.4,4.6,0.1,0.1,0.3333332222222592,0.3333332222222592,2,1,1,1,2,0,0,0.482276976108551,0.48123541101813316
0,1,9,60,0,0,5,3,0,2,123.0,6,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1.5,3.6,0.1,0.1,0.3333332222222592,0.6666664444445185,1,1,0,1,1,0,0,0.4874691963195801,0.4820151589810848
0,1,9,61,0,0,5,3,0,2,121.0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.5,3.7,0.1,0.0,0.3333332222222592,0.6666664444445185,1,1,1,1,1,1,1,0.48362070322036743,0.48242559656500816
0,1,9,62,0,0,5,3,0,2,130.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3.7,0.1,0.0,0.3333332222222592,0.6666664444445185,3,1,1,1,1,1,1,0.48497462272644043,0.48275111243128777
0,1,9,63,0,0,5,3,0,2,132.0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1.4,3.8,0.1,0.1,0.4999998750000312,0.6666664444445185,2,1,1,1,1,1,1,0.4832102954387665,0.48317569866776466
0,2,1,64,1,0,0,0,1,0,123.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5,3.8,0.1,0.1,0.4999998750000312,0.6666664444445185,3,1,-1,2,1,0,0,0.48330897092819214,0.4834367483854294
0,2,1,65,1,0,0,0,1,0,117.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5,3.5,0.1,0.1,0.6666664444445185,0.6666664444445185,3,1,-1,2,1,0,0,0.4854043126106262,0.4841291643679142
0,2,1,66,1,0,0,0,1,0,123.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.6,3.3,0.1,0.1,0.499999750000125,0.7499998125000469,0,1,1,2,1,0,0,0.4868990182876587,0.4846455119550228
0,2,1,67,1,0,0,0,1,0,122.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,3.2,0.0,0.1,0.999999000001,0.7499998125000469,3,0,1,2,1,0,0,0.4895228147506714,0.48555124178528786
0,2,2,68,1,0,0,1,1,-1,127.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6,2.6,0.0,0.1,0.999999000001,0.9999996666667778,3,1,-1,1,1,1,1,0.4930972456932068,0.4862547479569912
0,2,2,69,1,0,0,1,1,-1,102.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.3,0.0,0.1,0.999999000001,0.99999950000025,2,1,1,1,2,1,1,0.4941951036453247,0.48757654801011086
0,2,2,70,1,0,0,1,1,-1,111.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5,1.9,0.0,0.1,0.999999000001,0.999999000001,2,1,0,1,2,0,0,0.497813880443573,0.4891814552247524
0,2,2,71,1,0,0,1,1,-1,118.0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,2.4,0.1,0.1,0.999999000001,0.999999000001,1,1,0,1,1,0,0,0.49898046255111694,0.49115272611379623
0,2,2,72,1,0,0,1,1,-1,126.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6,2.4,0.1,0.1,0.999999000001,0.999999000001,3,1,-1,1,1,1,1,0.5023267269134521,0.49352994561195374
0,2,2,73,1,0,0,1,1,-1,97.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,2.3,0.2,0.0,0.0,0.999999000001,4,0,1,1,2,0,0,0.49940916895866394,0.49528055265545845
0,2,2,74,1,0,0,1,1,-1,105.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,2.4,0.3,0.0,0.0,0.999999000001,1,1,0,1,2,0,0,0.503932774066925,0.49740977212786674
0,2,2,75,1,0,0,1,1,-1,129.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.7,2.5,0.3,0.0,0.0,0.999999000001,0,1,1,1,1,0,0,0.5051823854446411,0.49936721846461296
0,2,3,76,1,0,0,2,1,-2,126.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,2.5,0.3,0.0,0.0,0.0,3,0,0,2,1,0,0,0.5024600625038147,0.500537570565939
0,2,3,77,1,0,0,2,1,-2,128.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,2.5,0.3,0.0,0.0,0.0,4,0,1,2,1,0,0,0.5017730593681335,0.50148481503129
0,2,3,78,1,0,0,2,1,-2,108.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.8,2.7,0.3,0.0,0.0,0.0,2,1,0,2,1,0,0,0.5011692047119141,0.5019042305648327
0,2,3,79,1,0,0,2,1,-2,101.0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,3.3,0.4,0.0,0.0,0.0,4,0,0,2,2,0,0,0.5056155323982239,0.502733614295721
0,2,4,80,1,0,0,3,1,-3,106.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,4.1,0.4,0.0,0.0,0.0,0,1,0,1,2,0,0,0.5087251663208008,0.5035334192216396
0,2,4,81,1,0,0,3,1,-3,111.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.0,0.3,0.0,0.0,0.0,3,1,1,1,1,1,1,0.5108416080474854,0.5049624741077423
0,2,4,82,1,0,0,3,1,-3,110.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8,3.0,0.3,0.0,0.0,0.0,4,0,-1,1,1,1,1,0.508583664894104,0.5055438354611397
0,2,4,83,1,0,0,3,1,-3,119.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.6,0.2,0.0,0.0,0.0,3,0,0,1,1,0,0,0.5099596977233887,0.5061409994959831
0,2,4,84,1,0,0,3,1,-3,95.0,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1.8,3.8,0.1,0.0,0.0,0.999999000001,3,1,1,1,2,0,0,0.5100677609443665,0.5070919618010521
0,2,4,85,1,0,0,3,1,-3,95.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.7,3.9,0.1,0.1,0.0,0.999999000001,0,1,1,1,2,1,1,0.5137748122215271,0.5085921809077263
0,2,4,86,1,0,0,3,1,-3,102.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4.1,0.1,0.2,0.0,0.999999000001,2,0,1,1,1,1,1,0.5161061882972717,0.510459303855896
0,2,4,87,1,0,0,3,1,-3,120.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,5.1,0.1,0.2,0.0,0.999999000001,0,1,0,1,2,1,1,0.5153549313545227,0.5116767287254333
0,2,5,88,1,0,1,3,1,-2,113.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5,5.3,0.1,0.2,0.0,0.999999000001,4,0,0,2,1,0,0,0.5142709612846375,0.5123699530959129
0,2,5,89,1,0,1,3,1,-2,128.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.5,4.7,0.0,0.2,0.0,0.99999950000025,4,1,0,2,1,0,0,0.5120585560798645,0.5125220715999603
0,2,5,90,1,0,1,3,1,-2,111.0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.4,4.3,0.0,0.2,0.0,0.6666664444445185,3,1,1,2,2,1,1,0.509130597114563,0.5125904381275177
0,2,5,91,1,0,1,3,1,-2,131.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,5.0,0.0,0.3,0.0,0.6666664444445185,2,1,0,2,1,1,1,0.5136772990226746,0.5130551382899284
0,2,5,92,1,0,1,3,1,-2,134.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,5.9,0.0,0.4,0.0,0.6666664444445185,3,1,0,2,1,1,1,0.5111217498779297,0.5131868869066238
0,2,5,93,1,0,1,3,1,-2,123.0,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1.4,5.6,0.0,0.4,0.0,0.7499998125000469,0,1,1,2,1,0,0,0.510816752910614,0.5128171294927597
0,2,5,94,1,0,1,3,1,-2,107.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,6.2,0.0,0.4,0.0,0.6666664444445185,3,1,1,2,2,1,1,0.5124785900115967,0.5123636797070503
0,2,5,95,1,0,1,3,1,-2,118.0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1.4,6.2,0.0,0.3,0.0,0.7499998125000469,4,0,1,2,1,0,0,0.517038106918335,0.5125740766525269
0,2,5,96,1,0,1,3,1,-2,131.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,6.0,0.0,0.2,0.0,0.7499998125000469,3,1,1,2,1,0,0,0.5131973028182983,0.5124398693442345
0,2,5,97,1,0,1,3,1,-2,129.0,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1.6,5.4,0.0,0.2,0.0,0.799999840000032,2,1,-1,2,1,0,0,0.5104154944419861,0.5122344866394997
0,2,6,98,1,0,1,4,1,-3,115.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,5.1,0.0,0.2,0.0,0.799999840000032,3,1,1,1,2,0,0,0.5128788352012634,0.5127030164003372
0,2,6,99,1,0,1,4,1,-3,109.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,5.1,0.0,0.2,0.0,0.7499998125000469,3,1,1,1,1,1,1,0.5167681574821472,0.5130893737077713
0,2,6,100,1,0,1,4,1,-3,91.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4.7,0.1,0.2,0.0,0.9999996666667778,3,1,1,1,2,0,0,0.5196159482002258,0.5141511484980583
0,2,6,101,1,0,1,4,1,-3,126.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4.0,0.1,0.1,0.0,0.9999996666667778,4,1,1,1,1,1,1,0.5233384966850281,0.5157163664698601
0,2,6,102,1,0,1,4,1,-3,108.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,3.1,0.1,0.0,0.0,0.9999996666667778,0,1,0,1,1,1,1,0.516651451587677,0.5162379741668701
0,2,6,103,1,0,1,4,1,-3,97.0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.6,3.6,0.1,0.0,0.0,0.99999950000025,4,1,0,1,1,0,0,0.5232493281364441,0.5170143768191338
0,2,6,104,1,0,1,4,1,-3,127.0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1.6,2.9,0.1,0.0,0.999999000001,0.99999950000025,3,1,-1,1,1,1,1,0.5258552432060242,0.5185966193675995
0,2,6,105,1,0,1,4,1,-3,121.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,2.7,0.1,0.0,0.999999000001,0.999999000001,3,1,-1,1,2,1,1,0.5220139622688293,0.5200464278459549
0,2,7,106,1,0,2,4,1,-2,118.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,3.0,0.1,0.1,0.999999000001,0.999999000001,1,1,0,2,1,1,1,0.5223110914230347,0.5212254598736763
0,2,7,107,1,0,2,4,1,-2,128.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.8,0.2,0.1,0.999999000001,0.0,4,1,0,2,1,0,0,0.5224580764770508,0.5219366997480392
0,2,7,108,1,0,2,4,1,-2,132.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.9,0.3,0.1,0.999999000001,0.0,3,1,0,2,1,0,0,0.5206590890884399,0.522067092359066
0,2,7,109,1,0,2,4,1,-2,125.0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1.5,3.1,0.3,0.1,0.999999000001,0.999999000001,4,0,-1,2,1,0,0,0.5205104351043701,0.5217135846614838
0,2,7,110,1,0,2,4,1,-2,108.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,3.1,0.2,0.1,0.999999000001,0.999999000001,4,1,1,2,1,1,1,0.5220612287521362,0.5223898068070412
0,2,7,111,1,0,2,4,1,-2,98.0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.4,3.8,0.2,0.2,0.999999000001,0.499999750000125,2,1,1,2,2,1,1,0.5239916443824768,0.5224825963377953
0,2,7,112,1,0,2,4,1,-2,115.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,4.5,0.2,0.3,0.999999000001,0.499999750000125,1,1,0,2,2,1,1,0.5258321166038513,0.5224797055125237
0,2,7,113,1,0,2,4,1,-2,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.4,3.6,0.2,0.3,0.999999000001,0.499999750000125,3,0,1,2,1,0,0,0.5253612995147705,0.5228981226682663
0,2,7,114,1,0,2,4,1,-2,130.0,7,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1.5,4.0,0.2,0.3,0.0,0.6666664444445185,3,1,0,2,1,0,0,0.5243046879768372,0.5231473222374916
0,2,7,115,1,0,2,4,1,-2,124.0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.5,4.3,0.2,0.4,0.0,0.4999998750000312,2,1,0,2,1,1,1,0.523369312286377,0.5232612267136574
0,2,7,116,1,0,2,4,1,-2,113.0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,4.5,0.2,0.3,0.0,0.399999920000016,0,0,1,2,2,1,1,0.5243407487869263,0.5237214341759682
0,2,7,117,1,0,2,4,1,-2,130.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.4,4.4,0.1,0.4,0.0,0.399999920000016,2,1,1,2,1,1,1,0.5274235606193542,0.5245855748653412
0,2,8,118,1,0,3,4,1,-1,109.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4.2,0.0,0.4,0.0,0.399999920000016,4,0,1,1,1,1,1,0.5238913297653198,0.5248143374919891
0,2,8,119,1,0,3,4,1,-1,91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4.0,0.0,0.4,0.0,0.2499999375000156,2,1,0,1,2,1,1,0.5261192917823792,0.5250802934169769
0,2,8,120,1,0,3,4,1,-1,100.0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.2,4.1,0.0,0.5,0.0,0.199999960000008,0,1,0,1,2,1,1,0.5251390933990479,0.5249936655163765
0,2,8,121,1,0,3,4,1,-1,113.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2,3.6,0.0,0.4,0.0,0.2499999375000156,3,0,1,1,1,1,1,0.5253846049308777,0.5249965786933899
0,2,9,122,1,0,4,4,1,0,130.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.0,0.0,0.3,0.0,0.2499999375000156,1,1,0,2,1,1,1,0.5261849164962769,0.5252316072583199
0,2,9,123,1,0,4,4,1,0,125.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.2,3.0,0.0,0.3,0.0,0.2499999375000156,3,1,-1,2,1,0,0,0.5235638618469238,0.5252559259533882
0,2,9,124,1,0,4,4,1,0,106.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.4,0.0,0.3,0.0,0.0,3,1,1,2,2,0,0,0.5234033465385437,0.5251387506723404
0,2,9,125,1,0,4,4,1,0,123.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3,2.1,0.0,0.2,0.0,0.0,3,1,0,2,1,0,0,0.525627851486206,0.5249142870306969
0,2,9,126,1,0,4,4,1,0,126.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.8,0.0,0.2,0.0,0.0,3,1,0,2,1,0,0,0.5238907933235168,0.5249142199754715
0,2,10,127,1,0,4,5,1,-1,127.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.7,0.0,0.1,0.0,0.0,3,1,0,1,1,1,1,0.5248479247093201,0.5247552990913391
0,2,10,128,1,0,4,5,1,-1,119.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.2,0.0,0.1,0.0,0.0,1,1,0,1,2,0,0,0.5259503722190857,0.5248567089438438
0,2,10,129,1,0,4,5,1,-1,91.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.2,0.0,0.2,0.0,0.0,3,1,1,1,2,1,1,0.5281499624252319,0.5252023786306381
